# data from ifeffit
#------------------------
#   r          chir_mag          chir_mag          chir_re          chir_re
  6.2893212       0.32377067       0.12074886E-02  -0.27143209       0.40387917E-04
  6.3200008       0.27892587       0.14573558E-02  -0.14796813       0.15346192E-03
  6.3506805       0.21028303       0.18540968E-02  -0.33731175E-01  -0.25271054E-03
  6.3813601       0.12675689       0.20409611E-02   0.75341078E-02  -0.10346996E-02
  6.4120397       0.82072346E-01   0.19157157E-02  -0.39065892E-01  -0.15793520E-02
  6.4427193       0.16268948       0.15228742E-02  -0.11757882      -0.14948683E-02
  6.4733989       0.28026237       0.10143832E-02  -0.13041953      -0.10116241E-02
  6.5040785       0.39723820       0.68114208E-03  -0.58117004E-02  -0.68041119E-03
  6.5347582       0.50192873       0.77749852E-03   0.24239271      -0.75812382E-03
  6.5654378       0.58741938       0.97304275E-03   0.50813070      -0.97238849E-03
  6.5961174       0.64957056       0.10131731E-02   0.64932407      -0.88064963E-03
  6.6267970       0.68663604       0.87373996E-03   0.57159655      -0.38052441E-03
  6.6574766       0.69892828       0.62897466E-03   0.28520368       0.18639320E-03
  6.6881562       0.68837626       0.41631029E-03  -0.99264899E-01   0.40531468E-03
  6.7188359       0.65802585       0.37463004E-03  -0.42949697       0.19866839E-03
  6.7495155       0.61156826       0.40834589E-03  -0.58590093      -0.14505397E-03
  6.7801951       0.55298400       0.36348810E-03  -0.53088386      -0.29995904E-03
  6.8108747       0.48639051       0.22795767E-03  -0.31374872      -0.21127520E-03
  6.8415543       0.41620597       0.20967444E-03  -0.38435023E-01  -0.90393839E-04
  6.8722339       0.34781324       0.44890313E-03   0.18399804      -0.16287307E-03
  6.9029135       0.28896915       0.71323528E-03   0.27656444      -0.45770762E-03
  6.9335932       0.25139893       0.92857036E-03   0.21844834      -0.81919222E-03
  6.9642728       0.24788005       0.10757144E-02   0.45211331E-01  -0.10687815E-02
  6.9949524       0.28088401       0.11621984E-02  -0.16820438      -0.11296514E-02
