# data from ifeffit
#------------------------
#   energy    f1
  9762.1040       -1.5781824
  9763.1040       -1.5758588
  9764.1040       -1.5739559
  9765.1040       -1.5715656
  9766.1040       -1.5695955
  9767.1040       -1.5671436
  9768.1040       -1.5651213
  9769.1040       -1.5626368
  9770.1040       -1.5606077
  9771.1040       -1.5581599
  9772.1040       -1.5562275
  9773.1040       -1.5539361
  9774.1040       -1.5521985
  9775.1040       -1.5501292
  9776.1040       -1.5486307
  9777.1040       -1.5468151
  9778.1040       -1.5455772
  9779.1040       -1.5440225
  9780.1040       -1.5430324
  9781.1040       -1.5417040
  9782.1040       -1.5408995
  9783.1040       -1.5396978
  9784.1040       -1.5389564
  9785.1040       -1.5377697
  9786.1040       -1.5370010
  9787.1040       -1.5357478
  9788.1040       -1.5348629
  9789.1040       -1.5334418
  9790.1040       -1.5323532
  9791.1040       -1.5307186
  9792.1040       -1.5294237
  9793.1040       -1.5276189
  9794.1040       -1.5262220
  9795.1040       -1.5243910
  9796.1040       -1.5230111
  9797.1040       -1.5212135
  9798.1040       -1.5198608
  9799.1040       -1.5180585
  9800.1040       -1.5166428
  9801.1040       -1.5147326
  9802.1040       -1.5131866
  9803.1040       -1.5111422
  9804.1040       -1.5094708
  9805.1040       -1.5073296
  9806.1040       -1.5055963
  9807.1040       -1.5034223
  9808.1040       -1.5016746
  9809.1040       -1.4995026
  9810.1040       -1.4977677
  9811.1040       -1.4956190
  9812.1040       -1.4939170
  9813.1040       -1.4918172
  9814.1040       -1.4901835
  9815.1040       -1.4881813
  9816.1040       -1.4866887
  9817.1040       -1.4848830
  9818.1040       -1.4836211
  9819.1040       -1.4820560
  9820.1040       -1.4810220
  9821.1040       -1.4796476
  9822.1040       -1.4787301
  9823.1040       -1.4773930
  9824.1040       -1.4764608
  9825.1040       -1.4750864
  9826.1040       -1.4741102
  9827.1040       -1.4727093
  9828.1040       -1.4717433
  9829.1040       -1.4703898
  9830.1040       -1.4694907
  9831.1040       -1.4682155
  9832.1040       -1.4673979
  9833.1040       -1.4662045
  9834.1040       -1.4654626
  9835.1040       -1.4643374
  9836.1040       -1.4636505
  9837.1040       -1.4625641
  9838.1040       -1.4618890
  9839.1040       -1.4607747
  9840.1040       -1.4600242
  9841.1040       -1.4588036
  9842.1040       -1.4579304
  9843.1040       -1.4565830
  9844.1040       -1.4555869
  9845.1040       -1.4541320
  9846.1040       -1.4530490
  9847.1040       -1.4515351
  9848.1040       -1.4504277
  9849.1040       -1.4489401
  9850.1040       -1.4479410
  9851.1040       -1.4466786
  9852.1040       -1.4459893
  9853.1040       -1.4450623
  9854.1040       -1.4446813
  9855.1040       -1.4439841
  9856.1040       -1.4436654
  9857.1040       -1.4428053
  9858.1040       -1.4421609
  9859.1040       -1.4409085
  9860.1040       -1.4398680
  9861.1040       -1.4382876
  9862.1040       -1.4370801
  9863.1040       -1.4355376
  9864.1040       -1.4345054
  9865.1040       -1.4332058
  9866.1040       -1.4324390
  9867.1040       -1.4313832
  9868.1040       -1.4307849
  9869.1040       -1.4298099
  9870.1040       -1.4292304
  9871.1040       -1.4282357
  9872.1040       -1.4276053
  9873.1040       -1.4265335
  9874.1040       -1.4257976
  9875.1040       -1.4246023
  9876.1040       -1.4237385
  9877.1040       -1.4224280
  9878.1040       -1.4214757
  9879.1040       -1.4201345
  9880.1040       -1.4192372
  9881.1040       -1.4180233
  9882.1040       -1.4172856
  9883.1040       -1.4162361
  9884.1040       -1.4156401
  9885.1040       -1.4146742
  9886.1040       -1.4140698
  9887.1040       -1.4130209
  9888.1040       -1.4122886
  9889.1040       -1.4110879
  9890.1040       -1.4101929
  9891.1040       -1.4088360
  9892.1040       -1.4078012
  9893.1040       -1.4063225
  9894.1040       -1.4051793
  9895.1040       -1.4036086
  9896.1040       -1.4023924
  9897.1040       -1.4007791
  9898.1040       -1.3995546
  9899.1040       -1.3979587
  9900.1040       -1.3967624
  9901.1040       -1.3951981
  9902.1040       -1.3940248
  9903.1040       -1.3924626
  9904.1040       -1.3912612
  9905.1040       -1.3896523
  9906.1040       -1.3883961
  9907.1040       -1.3867342
  9908.1040       -1.3854332
  9909.1040       -1.3837476
  9910.1040       -1.3824480
  9911.1040       -1.3807831
  9912.1040       -1.3795136
  9913.1040       -1.3778855
  9914.1040       -1.3766531
  9915.1040       -1.3750592
  9916.1040       -1.3738537
  9917.1040       -1.3722832
  9918.1040       -1.3710982
  9919.1040       -1.3695481
  9920.1040       -1.3683824
  9921.1040       -1.3668531
  9922.1040       -1.3657084
  9923.1040       -1.3642009
  9924.1040       -1.3630764
  9925.1040       -1.3615885
  9926.1040       -1.3604803
  9927.1040       -1.3590060
  9928.1040       -1.3579065
  9929.1040       -1.3564375
  9930.1040       -1.3553379
  9931.1040       -1.3538646
  9932.1040       -1.3527523
  9933.1040       -1.3512548
  9934.1040       -1.3501050
  9935.1040       -1.3485654
  9936.1040       -1.3473750
  9937.1040       -1.3458046
  9938.1040       -1.3446004
  9939.1040       -1.3430486
  9940.1040       -1.3418991
  9941.1040       -1.3404273
  9942.1040       -1.3393680
  9943.1040       -1.3379891
  9944.1040       -1.3370134
  9945.1040       -1.3356964
  9946.1040       -1.3347524
  9947.1040       -1.3334492
  9948.1040       -1.3325119
  9949.1040       -1.3312186
  9950.1040       -1.3303030
  9951.1040       -1.3290617
  9952.1040       -1.3282358
  9953.1040       -1.3271065
  9954.1040       -1.3263919
  9955.1040       -1.3253577
  9956.1040       -1.3247008
  9957.1040       -1.3236553
  9958.1040       -1.3228920
  9959.1040       -1.3216726
  9960.1040       -1.3207055
  9961.1040       -1.3192817
  9962.1040       -1.3181343
  9963.1040       -1.3165960
  9964.1040       -1.3154338
  9965.1040       -1.3139635
  9966.1040       -1.3129121
  9967.1040       -1.3115714
  9968.1040       -1.3106465
  9969.1040       -1.3094045
  9970.1040       -1.3085229
  9971.1040       -1.3072739
  9972.1040       -1.3063531
  9973.1040       -1.3050462
  9974.1040       -1.3040539
  9975.1040       -1.3026678
  9976.1040       -1.3015901
  9977.1040       -1.3001192
  9978.1040       -1.2989629
  9979.1040       -1.2974291
  9980.1040       -1.2962330
  9981.1040       -1.2947001
  9982.1040       -1.2935681
  9983.1040       -1.2921651
  9984.1040       -1.2911994
  9985.1040       -1.2899749
  9986.1040       -1.2891797
  9987.1040       -1.2880964
  9988.1040       -1.2873785
  9989.1040       -1.2862952
  9990.1040       -1.2855216
  9991.1040       -1.2843536
  9992.1040       -1.2834797
  9993.1040       -1.2822101
  9994.1040       -1.2812475
  9995.1040       -1.2799154
  9996.1040       -1.2789124
  9997.1040       -1.2775584
  9998.1040       -1.2765498
  9999.1040       -1.2752098
  10000.104       -1.2742417
  10001.104       -1.2729782
  10002.104       -1.2721120
  10003.104       -1.2709601
  10004.104       -1.2701993
  10005.104       -1.2691347
  10006.104       -1.2684191
  10007.104       -1.2673314
  10008.104       -1.2665274
  10009.104       -1.2653184
  10010.104       -1.2643846
  10011.104       -1.2630587
  10012.104       -1.2620452
  10013.104       -1.2607154
  10014.104       -1.2597849
  10015.104       -1.2585951
  10016.104       -1.2578285
  10017.104       -1.2568071
  10018.104       -1.2561915
  10019.104       -1.2552753
  10020.104       -1.2546931
  10021.104       -1.2537532
  10022.104       -1.2531133
  10023.104       -1.2520975
  10024.104       -1.2513726
  10025.104       -1.2502751
  10026.104       -1.2494814
  10027.104       -1.2483315
  10028.104       -1.2474976
  10029.104       -1.2463205
  10030.104       -1.2454730
  10031.104       -1.2443028
  10032.104       -1.2434904
  10033.104       -1.2423854
  10034.104       -1.2416548
  10035.104       -1.2406380
  10036.104       -1.2399920
  10037.104       -1.2390482
  10038.104       -1.2384472
  10039.104       -1.2375120
  10040.104       -1.2368908
  10041.104       -1.2359202
  10042.104       -1.2352547
  10043.104       -1.2342382
  10044.104       -1.2335312
  10045.104       -1.2324870
  10046.104       -1.2317645
  10047.104       -1.2307127
  10048.104       -1.2299858
  10049.104       -1.2289323
  10050.104       -1.2282032
  10051.104       -1.2271473
  10052.104       -1.2264130
  10053.104       -1.2253490
  10054.104       -1.2246012
  10055.104       -1.2235174
  10056.104       -1.2227394
  10057.104       -1.2216100
  10058.104       -1.2207640
  10059.104       -1.2195516
  10060.104       -1.2186161
  10061.104       -1.2173161
  10062.104       -1.2163006
  10063.104       -1.2149393
  10064.104       -1.2138927
  10065.104       -1.2125331
  10066.104       -1.2115080
  10067.104       -1.2101816
  10068.104       -1.2091939
  10069.104       -1.2079040
  10070.104       -1.2069425
  10071.104       -1.2056639
  10072.104       -1.2047016
  10073.104       -1.2034172
  10074.104       -1.2024464
  10075.104       -1.2011550
  10076.104       -1.2001808
  10077.104       -1.1988951
  10078.104       -1.1979343
  10079.104       -1.1966672
  10080.104       -1.1957257
  10081.104       -1.1944781
  10082.104       -1.1935528
  10083.104       -1.1923161
  10084.104       -1.1913933
  10085.104       -1.1901528
  10086.104       -1.1892200
  10087.104       -1.1879643
  10088.104       -1.1870090
  10089.104       -1.1857216
  10090.104       -1.1847194
  10091.104       -1.1833742
  10092.104       -1.1823122
  10093.104       -1.1809152
  10094.104       -1.1798163
  10095.104       -1.1784101
  10096.104       -1.1773496
  10097.104       -1.1760438
  10098.104       -1.1751256
  10099.104       -1.1739791
  10100.104       -1.1732171
  10101.104       -1.1722076
  10102.104       -1.1715354
  10103.104       -1.1705374
  10104.104       -1.1698001
  10105.104       -1.1686929
  10106.104       -1.1678249
  10107.104       -1.1665835
  10108.104       -1.1655934
  10109.104       -1.1642679
  10110.104       -1.1632490
  10111.104       -1.1619394
  10112.104       -1.1609612
  10113.104       -1.1597076
  10114.104       -1.1587919
  10115.104       -1.1576006
  10116.104       -1.1567363
  10117.104       -1.1555837
  10118.104       -1.1547485
  10119.104       -1.1536204
  10120.104       -1.1528052
  10121.104       -1.1516949
  10122.104       -1.1508951
  10123.104       -1.1497994
  10124.104       -1.1490120
  10125.104       -1.1479272
  10126.104       -1.1471473
  10127.104       -1.1460670
  10128.104       -1.1452857
  10129.104       -1.1441966
  10130.104       -1.1433970
  10131.104       -1.1422852
  10132.104       -1.1414621
  10133.104       -1.1403306
  10134.104       -1.1394941
  10135.104       -1.1383637
  10136.104       -1.1375496
  10137.104       -1.1364620
  10138.104       -1.1357006
  10139.104       -1.1346693
  10140.104       -1.1339609
  10141.104       -1.1329742
  10142.104       -1.1322908
  10143.104       -1.1313033
  10144.104       -1.1305979
  10145.104       -1.1295770
  10146.104       -1.1288310
  10147.104       -1.1277675
  10148.104       -1.1269799
  10149.104       -1.1258825
  10150.104       -1.1250699
  10151.104       -1.1239551
  10152.104       -1.1231292
  10153.104       -1.1220056
  10154.104       -1.1211739
  10155.104       -1.1200489
  10156.104       -1.1192195
  10157.104       -1.1181011
  10158.104       -1.1172801
  10159.104       -1.1161717
  10160.104       -1.1153601
  10161.104       -1.1142607
  10162.104       -1.1134544
  10163.104       -1.1123562
  10164.104       -1.1115468
  10165.104       -1.1104440
  10166.104       -1.1096290
  10167.104       -1.1085216
  10168.104       -1.1077027
  10169.104       -1.1065946
  10170.104       -1.1057779
  10171.104       -1.1046759
  10172.104       -1.1038679
  10173.104       -1.1027787
  10174.104       -1.1019873
  10175.104       -1.1009219
  10176.104       -1.1001637
  10177.104       -1.0991414
  10178.104       -1.0984294
  10179.104       -1.0974519
  10180.104       -1.0967772
  10181.104       -1.0958252
  10182.104       -1.0951526
  10183.104       -1.0941686
  10184.104       -1.0934340
  10185.104       -1.0923747
  10186.104       -1.0915620
  10187.104       -1.0904328
  10188.104       -1.0895686
  10189.104       -1.0884265
  10190.104       -1.0876033
  10191.104       -1.0865457
  10192.104       -1.0858277
  10193.104       -1.0848829
  10194.104       -1.0842724
  10195.104       -1.0834174
  10196.104       -1.0828568
  10197.104       -1.0819999
  10198.104       -1.0813978
  10199.104       -1.0804785
  10200.104       -1.0798019
  10201.104       -1.0788053
  10202.104       -1.0780560
  10203.104       -1.0770039
  10204.104       -1.0762205
  10205.104       -1.0751517
  10206.104       -1.0743628
  10207.104       -1.0732989
  10208.104       -1.0725240
  10209.104       -1.0714859
  10210.104       -1.0707509
  10211.104       -1.0697665
  10212.104       -1.0690903
  10213.104       -1.0681640
  10214.104       -1.0675381
  10215.104       -1.0666488
  10216.104       -1.0660338
  10217.104       -1.0651153
  10218.104       -1.0644323
  10219.104       -1.0634252
  10220.104       -1.0626455
  10221.104       -1.0615451
  10222.104       -1.0606848
  10223.104       -1.0595349
  10224.104       -1.0586731
  10225.104       -1.0575651
  10226.104       -1.0567687
  10227.104       -1.0557373
  10228.104       -1.0550178
  10229.104       -1.0540548
  10230.104       -1.0533789
  10231.104       -1.0524214
  10232.104       -1.0517175
  10233.104       -1.0507141
  10234.104       -1.0499545
  10235.104       -1.0488935
  10236.104       -1.0480800
  10237.104       -1.0469799
  10238.104       -1.0461497
  10239.104       -1.0450529
  10240.104       -1.0442366
  10241.104       -1.0431597
  10242.104       -1.0423642
  10243.104       -1.0413062
  10244.104       -1.0405205
  10245.104       -1.0394594
  10246.104       -1.0386603
  10247.104       -1.0375826
  10248.104       -1.0367665
  10249.104       -1.0356757
  10250.104       -1.0348534
  10251.104       -1.0337718
  10252.104       -1.0329775
  10253.104       -1.0319380
  10254.104       -1.0311911
  10255.104       -1.0301998
  10256.104       -1.0294958
  10257.104       -1.0285374
  10258.104       -1.0278451
  10259.104       -1.0268714
  10260.104       -1.0261431
  10261.104       -1.0251243
  10262.104       -1.0243477
  10263.104       -1.0232843
  10264.104       -1.0224727
  10265.104       -1.0213961
  10266.104       -1.0205999
  10267.104       -1.0195612
  10268.104       -1.0188134
  10269.104       -1.0178276
  10270.104       -1.0171306
  10271.104       -1.0161884
  10272.104       -1.0155169
  10273.104       -1.0145756
  10274.104       -1.0138849
  10275.104       -1.0129138
  10276.104       -1.0121862
  10277.104       -1.0111757
  10278.104       -1.0104087
  10279.104       -1.0093641
  10280.104       -1.0085708
  10281.104       -1.0075081
  10282.104       -1.0067024
  10283.104       -1.0056336
  10284.104       -1.0048276
  10285.104       -1.0037668
  10286.104       -1.0029800
  10287.104       -1.0019530
  10288.104       -1.0012094
  10289.104       -1.0002294
  10290.104      -0.99953110
  10291.104      -0.99859114
  10292.104      -0.99792131
  10293.104      -0.99698920
  10294.104      -0.99629780
  10295.104      -0.99532211
  10296.104      -0.99457539
  10297.104      -0.99354078
  10298.104      -0.99273688
  10299.104      -0.99165404
  10300.104      -0.99082072
  10301.104      -0.98973896
  10302.104      -0.98893245
  10303.104      -0.98789244
  10304.104      -0.98713380
  10305.104      -0.98614265
  10306.104      -0.98542723
  10307.104      -0.98446539
  10308.104      -0.98375457
  10309.104      -0.98277547
  10310.104      -0.98203431
  10311.104      -0.98101948
  10312.104      -0.98024121
  10313.104      -0.97919330
  10314.104      -0.97839189
  10315.104      -0.97733954
  10316.104      -0.97655115
  10317.104      -0.97552325
  10318.104      -0.97476473
  10319.104      -0.97376974
  10320.104      -0.97304348
  10321.104      -0.97207744
  10322.104      -0.97137142
  10323.104      -0.97041631
  10324.104      -0.96971365
  10325.104      -0.96875743
  10326.104      -0.96804925
  10327.104      -0.96708440
  10328.104      -0.96636346
  10329.104      -0.96538173
  10330.104      -0.96463919
  10331.104      -0.96363421
  10332.104      -0.96286826
  10333.104      -0.96184244
  10334.104      -0.96105939
  10335.104      -0.96002381
  10336.104      -0.95924233
  10337.104      -0.95822355
  10338.104      -0.95746972
  10339.104      -0.95648559
  10340.104      -0.95576978
  10341.104      -0.95482571
  10342.104      -0.95414924
  10343.104      -0.95324222
  10344.104      -0.95259738
  10345.104      -0.95171686
  10346.104      -0.95109258
  10347.104      -0.95022693
  10348.104      -0.94960960
  10349.104      -0.94874168
  10350.104      -0.94810681
  10351.104      -0.94720100
  10352.104      -0.94651055
  10353.104      -0.94554158
  10354.104      -0.94478673
  10355.104      -0.94375900
  10356.104      -0.94295654
  10357.104      -0.94190368
  10358.104      -0.94111238
  10359.104      -0.94010901
  10360.104      -0.93939025
  10361.104      -0.93847049
  10362.104      -0.93783722
  10363.104      -0.93699766
  10364.104      -0.93642846
  10365.104      -0.93562207
  10366.104      -0.93504630
  10367.104      -0.93420526
  10368.104      -0.93357879
  10369.104      -0.93267913
  10370.104      -0.93199138
  10371.104      -0.93103440
  10372.104      -0.93030106
  10373.104      -0.92931850
  10374.104      -0.92857659
  10375.104      -0.92759776
  10376.104      -0.92686835
  10377.104      -0.92591034
  10378.104      -0.92520900
  10379.104      -0.92428840
  10380.104      -0.92363514
  10381.104      -0.92277202
  10382.104      -0.92217944
  10383.104      -0.92137629
  10384.104      -0.92083818
  10385.104      -0.92008034
  10386.104      -0.91957063
  10387.104      -0.91881427
  10388.104      -0.91827512
  10389.104      -0.91746899
  10390.104      -0.91686883
  10391.104      -0.91599728
  10392.104      -0.91533202
  10393.104      -0.91440243
  10394.104      -0.91369484
  10395.104      -0.91274654
  10396.104      -0.91203849
  10397.104      -0.91110118
  10398.104      -0.91041057
  10399.104      -0.90949489
  10400.104      -0.90882686
  10401.104      -0.90793236
  10402.104      -0.90728005
  10403.104      -0.90639588
  10404.104      -0.90574904
  10405.104      -0.90486688
  10406.104      -0.90421762
  10407.104      -0.90332866
  10408.104      -0.90266555
  10409.104      -0.90175267
  10410.104      -0.90105435
  10411.104      -0.90010118
  10412.104      -0.89936252
  10413.104      -0.89837401
  10414.104      -0.89760904
  10415.104      -0.89661002
  10416.104      -0.89586144
  10417.104      -0.89491674
  10418.104      -0.89425114
  10419.104      -0.89340331
  10420.104      -0.89283702
  10421.104      -0.89208247
  10422.104      -0.89159316
  10423.104      -0.89088436
  10424.104      -0.89038755
  10425.104      -0.88961780
  10426.104      -0.88902685
  10427.104      -0.88814866
  10428.104      -0.88744614
  10429.104      -0.88646553
  10430.104      -0.88568284
  10431.104      -0.88466837
  10432.104      -0.88391299
  10433.104      -0.88297208
  10434.104      -0.88231337
  10435.104      -0.88147939
  10436.104      -0.88092556
  10437.104      -0.88018405
  10438.104      -0.87969173
  10439.104      -0.87895968
  10440.104      -0.87842436
  10441.104      -0.87761761
  10442.104      -0.87699090
  10443.104      -0.87608691
  10444.104      -0.87536552
  10445.104      -0.87438096
  10446.104      -0.87360903
  10447.104      -0.87261481
  10448.104      -0.87186319
  10449.104      -0.87090678
  10450.104      -0.87020240
  10451.104      -0.86929755
  10452.104      -0.86864312
  10453.104      -0.86777990
  10454.104      -0.86714994
  10455.104      -0.86629488
  10456.104      -0.86566188
  10457.104      -0.86479719
  10458.104      -0.86414927
  10459.104      -0.86326651
  10460.104      -0.86259773
  10461.104      -0.86169290
  10462.104      -0.86100095
  10463.104      -0.86007358
  10464.104      -0.85936008
  10465.104      -0.85841395
  10466.104      -0.85768510
  10467.104      -0.85672941
  10468.104      -0.85599927
  10469.104      -0.85505564
  10470.104      -0.85434975
  10471.104      -0.85343841
  10472.104      -0.85276812
  10473.104      -0.85189372
  10474.104      -0.85125840
  10475.104      -0.85041464
  10476.104      -0.84979996
  10477.104      -0.84896413
  10478.104      -0.84834676
  10479.104      -0.84750245
  10480.104      -0.84687240
  10481.104      -0.84601363
  10482.104      -0.84536802
  10483.104      -0.84449515
  10484.104      -0.84383827
  10485.104      -0.84295824
  10486.104      -0.84229657
  10487.104      -0.84141409
  10488.104      -0.84075139
  10489.104      -0.83987002
  10490.104      -0.83921007
  10491.104      -0.83833458
  10492.104      -0.83768352
  10493.104      -0.83681971
  10494.104      -0.83618096
  10495.104      -0.83532976
  10496.104      -0.83470225
  10497.104      -0.83386060
  10498.104      -0.83323863
  10499.104      -0.83239679
  10500.104      -0.83176758
  10501.104      -0.83091433
  10502.104      -0.83027094
  10503.104      -0.82940269
  10504.104      -0.82874389
  10505.104      -0.82786158
  10506.104      -0.82719097
  10507.104      -0.82630154
  10508.104      -0.82562772
  10509.104      -0.82473852
  10510.104      -0.82406699
  10511.104      -0.82318255
  10512.104      -0.82251750
  10513.104      -0.82164217
  10514.104      -0.82098886
  10515.104      -0.82012890
  10516.104      -0.81949272
  10517.104      -0.81865088
  10518.104      -0.81803204
  10519.104      -0.81720639
  10520.104      -0.81660077
  10521.104      -0.81578414
  10522.104      -0.81517991
  10523.104      -0.81435730
  10524.104      -0.81374152
  10525.104      -0.81290464
  10526.104      -0.81227247
  10527.104      -0.81141888
  10528.104      -0.81077003
  10529.104      -0.80990194
  10530.104      -0.80924156
  10531.104      -0.80836563
  10532.104      -0.80769959
  10533.104      -0.80682040
  10534.104      -0.80615273
  10535.104      -0.80527431
  10536.104      -0.80460936
  10537.104      -0.80373702
  10538.104      -0.80308127
  10539.104      -0.80222119
  10540.104      -0.80157912
  10541.104      -0.80073417
  10542.104      -0.80010753
  10543.104      -0.79927856
  10544.104      -0.79866725
  10545.104      -0.79785303
  10546.104      -0.79725485
  10547.104      -0.79645287
  10548.104      -0.79586539
  10549.104      -0.79507308
  10550.104      -0.79449330
  10551.104      -0.79370698
  10552.104      -0.79312984
  10553.104      -0.79234228
  10554.104      -0.79175973
  10555.104      -0.79096480
  10556.104      -0.79037352
  10557.104      -0.78957007
  10558.104      -0.78897068
  10559.104      -0.78816122
  10560.104      -0.78755896
  10561.104      -0.78675212
  10562.104      -0.78615663
  10563.104      -0.78535964
  10564.104      -0.78477531
  10565.104      -0.78399071
  10566.104      -0.78341874
  10567.104      -0.78264650
  10568.104      -0.78208538
  10569.104      -0.78132249
  10570.104      -0.78076872
  10571.104      -0.78001211
  10572.104      -0.77946288
  10573.104      -0.77870963
  10574.104      -0.77816165
  10575.104      -0.77740763
  10576.104      -0.77685512
  10577.104      -0.77609320
  10578.104      -0.77553013
  10579.104      -0.77475709
  10580.104      -0.77418275
  10581.104      -0.77339998
  10582.104      -0.77281801
  10583.104      -0.77203264
  10584.104      -0.77145558
  10585.104      -0.77068306
  10586.104      -0.77012234
  10587.104      -0.76936691
  10588.104      -0.76882093
  10589.104      -0.76807592
  10590.104      -0.76753232
  10591.104      -0.76677638
  10592.104      -0.76620082
  10593.104      -0.76539469
  10594.104      -0.76475878
  10595.104      -0.76388955
  10596.104      -0.76319202
  10597.104      -0.76226828
  10598.104      -0.76152848
  10599.104      -0.76058576
  10600.104      -0.75985997
  10601.104      -0.75896023
  10602.104      -0.75829400
  10603.104      -0.75746315
  10604.104      -0.75686894
  10605.104      -0.75610868
  10606.104      -0.75557711
  10607.104      -0.75486272
  10608.104      -0.75435171
  10609.104      -0.75363755
  10610.104      -0.75311382
  10611.104      -0.75237929
  10612.104      -0.75183006
  10613.104      -0.75106810
  10614.104      -0.75049154
  10615.104      -0.74970663
  10616.104      -0.74911375
  10617.104      -0.74831889
  10618.104      -0.74772004
  10619.104      -0.74692315
  10620.104      -0.74632541
  10621.104      -0.74553365
  10622.104      -0.74494517
  10623.104      -0.74416928
  10624.104      -0.74360351
  10625.104      -0.74285546
  10626.104      -0.74231925
  10627.104      -0.74160117
  10628.104      -0.74109292
  10629.104      -0.74039954
  10630.104      -0.73990937
  10631.104      -0.73922370
  10632.104      -0.73872824
  10633.104      -0.73802832
  10634.104      -0.73751274
  10635.104      -0.73678960
  10636.104      -0.73624877
  10637.104      -0.73550044
  10638.104      -0.73493569
  10639.104      -0.73416777
  10640.104      -0.73358845
  10641.104      -0.73281059
  10642.104      -0.73222428
  10643.104      -0.73144271
  10644.104      -0.73085534
  10645.104      -0.73007627
  10646.104      -0.72949525
  10647.104      -0.72872867
  10648.104      -0.72816581
  10649.104      -0.72742130
  10650.104      -0.72688139
  10651.104      -0.72615965
  10652.104      -0.72564006
  10653.104      -0.72493494
  10654.104      -0.72442465
  10655.104      -0.72371752
  10656.104      -0.72319205
  10657.104      -0.72246150
  10658.104      -0.72190793
  10659.104      -0.72114779
  10660.104      -0.72056481
  10661.104      -0.71977831
  10662.104      -0.71917463
  10663.104      -0.71837841
  10664.104      -0.71777703
  10665.104      -0.71699226
  10666.104      -0.71640748
  10667.104      -0.71564328
  10668.104      -0.71508103
  10669.104      -0.71434073
  10670.104      -0.71380180
  10671.104      -0.71308320
  10672.104      -0.71256285
  10673.104      -0.71186085
  10674.104      -0.71135507
  10675.104      -0.71066633
  10676.104      -0.71017183
  10677.104      -0.70949288
  10678.104      -0.70900585
  10679.104      -0.70833227
  10680.104      -0.70784764
  10681.104      -0.70717398
  10682.104      -0.70668601
  10683.104      -0.70600599
  10684.104      -0.70550746
  10685.104      -0.70481236
  10686.104      -0.70429172
  10687.104      -0.70356446
  10688.104      -0.70299986
  10689.104      -0.70222207
  10690.104      -0.70160480
  10691.104      -0.70077635
  10692.104      -0.70011325
  10693.104      -0.69924819
  10694.104      -0.69856274
  10695.104      -0.69769984
  10696.104      -0.69704530
  10697.104      -0.69623450
  10698.104      -0.69564319
  10699.104      -0.69490159
  10700.104      -0.69438013
  10701.104      -0.69370498
  10702.104      -0.69324041
  10703.104      -0.69260406
  10704.104      -0.69215222
  10705.104      -0.69150781
  10706.104      -0.69103451
  10707.104      -0.69036035
  10708.104      -0.68985152
  10709.104      -0.68913915
  10710.104      -0.68859129
  10711.104      -0.68784282
  10712.104      -0.68726390
  10713.104      -0.68648989
  10714.104      -0.68588944
  10715.104      -0.68509847
  10716.104      -0.68448542
  10717.104      -0.68368774
  10718.104      -0.68307468
  10719.104      -0.68228755
  10720.104      -0.68169836
  10721.104      -0.68094675
  10722.104      -0.68039926
  10723.104      -0.67969269
  10724.104      -0.67919039
  10725.104      -0.67852726
  10726.104      -0.67806334
  10727.104      -0.67742969
  10728.104      -0.67698015
  10729.104      -0.67634632
  10730.104      -0.67588623
  10731.104      -0.67523570
  10732.104      -0.67475424
  10733.104      -0.67407988
  10734.104      -0.67357295
  10735.104      -0.67287368
  10736.104      -0.67234370
  10737.104      -0.67162467
  10738.104      -0.67107725
  10739.104      -0.67034348
  10740.104      -0.66978366
  10741.104      -0.66904091
  10742.104      -0.66847565
  10743.104      -0.66773302
  10744.104      -0.66717525
  10745.104      -0.66644871
  10746.104      -0.66591253
  10747.104      -0.66521118
  10748.104      -0.66470170
  10749.104      -0.66402784
  10750.104      -0.66354480
  10751.104      -0.66289541
  10752.104      -0.66243198
  10753.104      -0.66179636
  10754.104      -0.66134128
  10755.104      -0.66071060
  10756.104      -0.66025702
  10757.104      -0.65962526
  10758.104      -0.65916740
  10759.104      -0.65852851
  10760.104      -0.65805907
  10761.104      -0.65740371
  10762.104      -0.65691359
  10763.104      -0.65623615
  10764.104      -0.65572366
  10765.104      -0.65502561
  10766.104      -0.65449526
  10767.104      -0.65378456
  10768.104      -0.65324972
  10769.104      -0.65254772
  10770.104      -0.65203349
  10771.104      -0.65135967
  10772.104      -0.65087674
  10773.104      -0.65023535
  10774.104      -0.64978296
  10775.104      -0.64916820
  10776.104      -0.64873401
  10777.104      -0.64812373
  10778.104      -0.64767806
  10779.104      -0.64704598
  10780.104      -0.64657244
  10781.104      -0.64590990
  10782.104      -0.64540515
  10783.104      -0.64471364
  10784.104      -0.64418457
  10785.104      -0.64347894
  10786.104      -0.64294900
  10787.104      -0.64225328
  10788.104      -0.64173880
  10789.104      -0.64106192
  10790.104      -0.64056700
  10791.104      -0.63990899
  10792.104      -0.63942950
  10793.104      -0.63878032
  10794.104      -0.63829855
  10795.104      -0.63763788
  10796.104      -0.63713893
  10797.104      -0.63645881
  10798.104      -0.63593951
  10799.104      -0.63524052
  10800.104      -0.63470518
  10801.104      -0.63399660
  10802.104      -0.63346183
  10803.104      -0.63276539
  10804.104      -0.63224991
  10805.104      -0.63157699
  10806.104      -0.63108654
  10807.104      -0.63043897
  10808.104      -0.62997180
  10809.104      -0.62934371
  10810.104      -0.62888797
  10811.104      -0.62826149
  10812.104      -0.62779926
  10813.104      -0.62716181
  10814.104      -0.62668523
  10815.104      -0.62603185
  10816.104      -0.62553822
  10817.104      -0.62486834
